h3_index,city,lat,lon,dist_cafe,dist_gym,dist_shop,dist_transit
89390cb20c3ffff,Madrid,40.552021544597615,-3.7896718002736014,2415.6,5733.7,12616.0,2441.3
89390ca246fffff,Madrid,40.43571847335635,-3.658419985767101,347.7,192.7,149.1,69.1
89392b4dd67ffff,Madrid,40.602389671016006,-3.640528530692072,11740.8,11349.3,14675.0,2744.0
89390ca3547ffff,Madrid,40.39716065363349,-3.685934434664631,387.8,355.4,633.1,374.2
89390ca0643ffff,Madrid,40.36176217499047,-3.652126913097917,2180.1,867.8,2091.4,360.3
89392b499d7ffff,Madrid,40.56841083936476,-3.835435159778052,36921.6,26829.3,26700.7,38288.0
89390ca3617ffff,Madrid,40.38080717977302,-3.7190690263573134,401.6,418.1,449.9,281.1
89390cb8da7ffff,Madrid,40.363555979375406,-3.718830719464969,1076.1,948.5,712.3,590.5
89390ca252fffff,Madrid,40.44648597331656,-3.623860468171644,647.7,618.3,832.8,222.3
89390cb2a6fffff,Madrid,40.509424049502776,-3.706147076484864,950.7,1286.0,1159.6,903.9
89390ca02c3ffff,Madrid,40.35239470023095,-3.637343895167028,2975.2,3319.2,3421.1,2391.5
89392b49877ffff,Madrid,40.55496132759563,-3.848616596309237,21267.2,11174.9,11046.3,22633.6
89390cbaa63ffff,Madrid,40.36151306661042,-3.7721738236428415,656.2,307.4,1991.9,157.5
89390cb252bffff,Madrid,40.56778748532517,-3.760461222919421,37174.7,30777.6,35803.3,38031.6
89390cb1823ffff,Madrid,40.43678961727476,-3.710496165653164,46.6,266.1,180.0,135.5
89390ca05d7ffff,Madrid,40.39840545545996,-3.6179247416786096,295.3,65.1,30.3,100.1
89390cb25afffff,Madrid,40.576410471415365,-3.7605856522567698,37174.7,30777.6,33376.5,38031.6
89390ca0e03ffff,Madrid,40.35917848225031,-3.57080128231624,1581.1,1852.1,2430.0,172.9
89390cb0517ffff,Madrid,40.51895484916325,-3.7396992960101296,3184.9,3029.9,3913.4,3189.0
89390cb0d53ffff,Madrid,40.502373677705165,-3.675318234072882,59.0,22.4,401.2,319.0
89390ca0c53ffff,Madrid,40.37641898700426,-3.571004445946438,4184.8,4703.5,5017.8,3474.9
89390ca01abffff,Madrid,40.380238972590654,-3.584375917504881,1529.4,2463.3,1253.4,3932.4
89390cb858fffff,Madrid,40.3710094182434,-3.8056860958775114,421.7,425.5,2563.8,235.0
89390cb0d5bffff,Madrid,40.499306749176114,-3.676613584405064,347.4,387.4,368.3,203.2
89390ca0c63ffff,Madrid,40.37259787483392,-3.5576359362247847,4047.0,4035.6,4482.1,1365.7
89390cb2897ffff,Madrid,40.55253347279728,-3.7067366970726616,1941.1,2093.1,4328.7,237.4
89392b49b67ffff,Madrid,40.535075296365314,-3.826889444018787,1417.2,11705.5,11617.6,2630.9
89390cb336fffff,Madrid,40.47571165781345,-3.799237119219012,2875.7,1445.2,1412.9,66.0
89390cb5acbffff,Madrid,40.44327753472753,-3.5464555001879075,2000.5,2255.0,3097.0,810.2
89390ca0107ffff,Madrid,40.37717267884802,-3.58567188707296,1364.4,2335.0,1270.6,1275.9
89390cb15abffff,Madrid,40.47249212658095,-3.781810284108353,2385.0,432.0,1418.3,298.4
89390ca2337ffff,Madrid,40.41316007049598,-3.615440844091183,1011.1,1252.6,1129.9,541.5
89390cb2a43ffff,Madrid,40.51323722742642,-3.71956574124257,1391.9,1712.3,2033.4,1210.7
89390cb5403ffff,Madrid,40.49323014889087,-3.619105510035417,297.4,194.4,2601.2,194.2
89390cb2247ffff,Madrid,40.523077943460194,-3.7905806093875625,1474.6,4792.7,11675.0,2167.7
89390ca0053ffff,Madrid,40.36831355394293,-3.626881404246896,634.9,565.7,1044.9,246.2
89390ca147bffff,Madrid,40.33430278618855,-3.68242888381399,1921.3,2586.8,3025.0,2767.4
89390cb1a9bffff,Madrid,40.424087480812126,-3.738360568313797,1059.1,347.7,1665.4,1457.4
89392b4dec3ffff,Madrid,40.58568759114302,-3.696487920696789,20392.4,21114.2,23326.6,20788.1
89390cba82fffff,Madrid,40.38724874730704,-3.753858777580853,125.2,347.5,204.9,223.5
89390ca046fffff,Madrid,40.37942320365636,-3.629687322926952,925.1,1065.6,660.0,154.2
89390cb0977ffff,Madrid,40.484208570210896,-3.641690631684618,1474.3,957.4,1139.0,161.2
89390ca1d03ffff,Madrid,40.33771335227543,-3.57987139087016,2524.0,2679.1,3164.9,2719.9
89390cb028bffff,Madrid,40.47789562983207,-3.764512342900109,3640.3,290.8,1960.7,487.3
89390cba33bffff,Madrid,40.380949977792895,-3.816518509886341,458.7,1942.7,3578.0,1752.2
89390ca2c5bffff,Madrid,40.42964836479285,-3.6009724855156064,317.8,320.4,642.0,71.1
89390ca2e03ffff,Madrid,40.41547400228362,-3.5994659298682405,2148.3,1870.7,1868.8,1922.9
89390cb3113ffff,Madrid,40.5102158966359,-3.799752844732708,1181.3,11406.4,11318.5,1103.4
89390ca1563ffff,Madrid,40.338959782050566,-3.650500190305093,3773.1,3169.2,4883.6,7143.5
89390cbaebbffff,Madrid,40.39309608410273,-3.792662671186788,2198.2,722.9,2027.4,1990.2
89390cb2e17ffff,Madrid,40.54043082829311,-3.7306409879166367,2478.9,2783.7,3105.6,3109.4
89390cb2a57ffff,Madrid,40.51630502426556,-3.718271462129846,1668.7,1989.1,2287.2,1487.5
89390ca004bffff,Madrid,40.36275869573023,-3.6254787897787817,1103.6,1152.6,1676.0,768.4
89390ca2d8bffff,Madrid,40.4459507163141,-3.5678236407909307,174.9,429.4,1574.3,94.3
89392b4dc27ffff,Madrid,40.60506041047439,-3.661964301675481,6731.2,6339.7,9687.2,2891.6
89390cba333ffff,Madrid,40.384021878765566,-3.815229542717816,967.8,1824.5,2983.3,1519.4
89390ca76bbffff,Madrid,40.4122599300711,-3.5221113422278285,2301.3,2347.1,3246.4,763.1
89390ca1533ffff,Madrid,40.34816471065047,-3.646619964223749,2703.8,2461.4,3685.0,2482.9
89390cb3573ffff,Madrid,40.51957581693678,-3.814609510906163,1417.2,11705.5,11617.6,2630.9
89390cb006bffff,Madrid,40.48329567202144,-3.747214443692223,750.7,612.6,1068.3,496.3
89390cb00d7ffff,Madrid,40.49879722302967,-3.759466849188071,2403.9,1232.7,2793.3,290.9
89392b4d9cbffff,Madrid,40.59070675191983,-3.641716393666401,5958.0,5566.5,8914.0,5731.5
89390cb519bffff,Madrid,40.487313764494914,-3.580321160988877,2183.2,13790.3,2183.2,777.2
89390ca1437ffff,Madrid,40.34467481107481,-3.670568410792388,1479.9,774.1,2394.3,92.6
89390cb58d3ffff,Madrid,40.47028033202764,-3.538761962088932,9509.1,4294.7,8423.3,3855.0
89390ca2ebbffff,Madrid,40.42160619971673,-3.59687338312546,2190.2,2155.1,2674.2,1964.8
89390ca3657ffff,Madrid,40.374084397874775,-3.725647333825499,456.5,200.5,1207.9,123.3
89392b48a87ffff,Madrid,40.59413400833631,-3.817080475452354,36557.7,33852.6,26336.8,37924.1
89390cb14afffff,Madrid,40.46898625134835,-3.805821174452636,3369.1,1499.6,1278.0,370.7
89390cb337bffff,Madrid,40.47761295073721,-3.8059508315019537,3545.7,1268.2,1139.6,82.3
89390cbaeabffff,Madrid,40.39061060447845,-3.7899551170859658,1348.6,602.1,1900.1,1862.9
89390ca2d0fffff,Madrid,40.43848491545317,-3.559734663593692,4426.6,4167.1,3821.0,4255.2
89392b4d66bffff,Madrid,40.58254632108934,-3.757997284831611,37174.7,30777.6,33284.1,34356.5
89390cb8d83ffff,Madrid,40.36429066211448,-3.733516032373877,1000.5,825.4,854.2,345.7
89390ca1cb7ffff,Madrid,40.34343872372475,-3.599921364048268,1717.7,1810.0,2269.3,1915.2
89390cb0d97ffff,Madrid,40.51770723611904,-3.668840071599706,1091.1,758.7,1861.0,1261.0
89392b49947ffff,Madrid,40.557883142830185,-3.828578102399807,20636.8,10544.5,10415.9,22003.2
89390cb2527ffff,Madrid,40.571436625980645,-3.755160902695496,37174.7,30777.6,33376.5,32779.9
89390ca33b3ffff,Madrid,40.37361566942741,-3.669615387338864,820.6,751.5,1032.7,73.0
89390cba32bffff,Madrid,40.37846486745399,-3.81381003565806,99.7,1883.5,3851.7,1693.0
89390cb3387ffff,Madrid,40.494865827094,-3.806210237741465,10636.4,1001.0,872.4,77.1
89392b4d867ffff,Madrid,40.580934921778805,-3.649613896318436,5415.2,5023.7,8371.2,5091.6
89390cb2b0fffff,Madrid,40.52152451485879,-3.682253955628477,859.7,1626.2,2555.9,432.7
89390cb1b07ffff,Madrid,40.421287146945,-3.698269705658922,23.5,29.8,34.2,202.1
89390ca1177ffff,Madrid,40.32461899298923,-3.630330038054775,5745.9,5254.9,5025.1,5235.5
89390ca3667ffff,Madrid,40.37027864636485,-3.712253122025509,323.1,459.9,494.8,16.8
89390cbaeafffff,Madrid,40.391196198077445,-3.785957817587304,1028.4,275.4,1579.9,770.5
89390cb3363ffff,Madrid,40.47819750394906,-3.801948354282623,3158.6,1363.7,1331.4,281.3
89390ca1d83ffff,Madrid,40.34575562200461,-3.583963324843213,1490.0,1645.1,2130.9,1685.9
89390cb23a7ffff,Madrid,40.540593758245706,-3.749367871646073,4362.9,6118.1,4922.0,4772.8
89392b48bdbffff,Madrid,40.590326576510655,-3.803630507945277,36609.9,33904.8,26389.0,37539.8
89390ca0427ffff,Madrid,40.38920459326524,-3.621810260188623,612.7,394.6,787.4,8.2
89390cb2ca3ffff,Madrid,40.56555019735188,-3.7162780222957874,3336.1,3488.1,5723.7,845.4
89392b4996fffff,Madrid,40.55349499612002,-3.8191398520489552,2536.8,12825.1,12737.2,2562.5
89390ca35cfffff,Madrid,40.402134267932105,-3.691338322227193,175.1,354.7,134.9,67.3
89390cb504fffff,Madrid,40.4666156947807,-3.6040930554123007,3384.9,3893.8,3608.3,1772.7
89392b4c333ffff,Madrid,40.62842724886506,-3.65959380516844,16184.9,15793.4,19119.1,7188.1
89390ca20a7ffff,Madrid,40.43612863903464,-3.635739207750596,251.5,237.6,282.7,145.3
89390cba32fffff,Madrid,40.37905157064992,-3.809812762362039,280.5,1491.2,2431.3,1300.7
89390cb34cfffff,Madrid,40.51986829995337,-3.8520833019112817,18080.4,7988.1,7859.5,6795.5
89390cb531bffff,Madrid,40.45781657555618,-3.585305678387095,795.7,682.5,1610.8,54.5
89392b4dc4bffff,Madrid,40.59604231425084,-3.684587169682304,19516.7,19125.2,22450.9,19912.4
89390cb2337ffff,Madrid,40.53503869930395,-3.74795113959468,4166.6,4147.0,4803.6,3952.7
89390ca188fffff,Madrid,40.32179945787074,-3.590335416364372,3525.1,3617.4,4076.7,3752.0
89390ca25b3ffff,Madrid,40.459503811646485,-3.633366348571633,437.9,753.6,458.6,197.7
89390cb2b8fffff,Madrid,40.529566478117445,-3.6863711181609022,977.6,1799.6,2561.9,398.6
89390ca1547ffff,Madrid,40.3408650743477,-3.65718885867584,4326.4,3620.6,5999.0,7539.0
89390cbadb3ffff,Madrid,40.42175366262367,-3.754352306182496,460.1,1910.5,1465.7,793.2
89390ca346bffff,Madrid,40.38811188391536,-3.708494830227253,183.3,245.4,182.3,165.8
89390cb8997ffff,Madrid,40.34995774227242,-3.71330805509478,140.0,482.0,508.1,83.0
89390ca25bbffff,Madrid,40.45643734822645,-3.6346622244694102,802.2,325.5,831.0,487.2
89390cb031bffff,Madrid,40.47641803483177,-3.735089758425739,300.1,741.7,583.5,345.1
89390cb424bffff,Madrid,40.49153016254449,-3.5710290034169443,0.0,113.3,2247.8,728.4
89390cb32b3ffff,Madrid,40.49135704923219,-3.830232373536003,11812.0,1875.8,1747.2,75.4
89390ca0477ffff,Madrid,40.38497799492838,-3.631090627248597,182.6,367.5,1192.8,135.2
89390ca012fffff,Madrid,40.3727749358626,-3.5762913382207064,967.6,1589.0,1659.9,1617.2
89390cb1ca7ffff,Madrid,40.46282060657353,-3.7295547763060672,379.1,765.1,480.5,349.4
89390cba3b7ffff,Madrid,40.39265065868522,-3.8153601675746094,1971.6,2949.2,3446.3,2644.1
89390cbabdbffff,Madrid,40.37438197849626,-3.763017543821589,274.3,206.4,427.7,234.1
89390cb5a13ffff,Madrid,40.44749283982207,-3.5371697394649733,2471.7,2726.2,4996.6,660.7
89390cb14c3ffff,Madrid,40.46606031265938,-3.8258323054000583,4021.6,2854.2,2766.3,2489.2
89390cb0cdbffff,Madrid,40.50328879546687,-3.7087360414919455,167.4,403.2,932.5,67.5
89390cb5e4fffff,Madrid,40.453232664184334,-3.5572389418067614,1967.8,2222.3,3629.1,867.5
89390cb1d03ffff,Madrid,40.45959246426377,-3.7121446119616266,169.6,219.8,210.9,19.6
89390cb56b7ffff,Madrid,40.48154480552417,-3.6202948008690017,865.0,456.5,1788.9,167.6
89390cb1963ffff,Madrid,40.43414185686655,-3.6890988671467255,256.2,169.6,159.9,75.7
89390cb2357ffff,Madrid,40.52964310464329,-3.765261336355908,1106.8,3965.5,5526.1,1039.9
89390ca2ab7ffff,Madrid,40.40783238914016,-3.5727079693254544,1178.3,1042.4,951.1,494.6
89390ca2437ffff,Madrid,40.44798731375755,-3.653240293957456,174.3,632.5,294.8,70.2
89390cb0493ffff,Madrid,40.52234045485192,-3.775855550973976,527.7,3638.5,5199.1,490.4
89390cbae4bffff,Madrid,40.37715287789736,-3.803107751819758,483.8,770.6,1931.3,465.5
89392b49a67ffff,Madrid,40.53098108070564,-3.854934793521001,19862.2,9769.9,9641.3,8577.3
89390cb3057ffff,Madrid,40.49998416765023,-3.830364975717934,16428.6,6336.3,6207.7,5143.7
89390ca00b7ffff,Madrid,40.382321032708944,-3.6097261430104215,86.2,436.9,986.0,57.1
89390ca286bffff,Madrid,40.40840963213781,-3.568715573084688,851.0,715.1,623.8,378.8
89390cb1417ffff,Madrid,40.46781635331328,-3.813825402873386,3201.4,323.4,235.5,144.4
89390ca2633ffff,Madrid,40.42593572923321,-3.666299680780469,207.0,417.7,307.5,91.9
89390cba317ffff,Madrid,40.38592013920478,-3.82193619992552,1245.7,2550.6,3488.8,2360.1
89392b4d04bffff,Madrid,40.58793597363579,-3.740675109396689,30585.4,30642.1,32854.5,34221.0
89390ca2b93ffff,Madrid,40.412628902192125,-3.559433706759988,833.3,759.5,1034.2,738.7
89390ca1d07ffff,Madrid,40.338292182260695,-3.575882620639788,2900.5,3055.6,3541.4,3079.4
89390cb1423ffff,Madrid,40.46342997796733,-3.8044008500204023,2342.8,103.0,842.9,67.7
89390cb2d13ffff,Madrid,40.56537993029384,-3.697550200291878,8970.1,9691.9,11926.1,13270.8
89390cb348fffff,Madrid,40.52659537959699,-3.845496285403787,19873.4,9781.1,9652.5,8588.5
89390ca15cbffff,Madrid,40.34525685670194,-3.666576813598344,1617.0,911.2,2531.4,1904.1
89390ca2eabffff,Madrid,40.419118118132495,-3.594176033749856,2271.4,2236.3,2755.4,2046.0
89390ca2277ffff,Madrid,40.4023895812668,-3.6499833291406216,111.1,437.0,367.3,31.2
89390ca2cc7ffff,Madrid,40.43884610873432,-3.597082909411798,2039.4,583.9,818.2,2271.6
89390ca3503ffff,Madrid,40.40329757368199,-3.683347824063668,211.7,484.5,338.8,213.6
89390cb242bffff,Madrid,40.56371480836888,-3.788506722986552,2447.8,5765.9,7326.5,2473.5
89390ca2147ffff,Madrid,40.42675661182652,-3.620945390171915,116.9,549.7,1301.6,166.4
89390cb249bffff,Madrid,40.575564230984526,-3.806086462126312,36609.9,33904.8,26389.0,37539.8
89390cb21d3ffff,Madrid,40.55858283095998,-3.7643426213280087,1749.4,8048.1,6467.9,758.1
89392b4dc03ffff,Madrid,40.60581712208455,-3.6766903106618583,18143.7,17752.2,21077.9,18539.4
89390cbae07ffff,Madrid,40.38753940631516,-3.791244976625072,2128.7,2090.7,1919.9,1882.7
89392b4d65bffff,Madrid,40.58635791491344,-3.771438132439108,36690.3,30293.2,35318.9,37547.2
89390ca0c77ffff,Madrid,40.375663538097726,-3.556339192622359,3354.4,3343.0,3789.5,3960.7
89390ca0613ffff,Madrid,40.37096633878071,-3.648245628776077,2021.2,688.4,1690.9,213.5
89390cb5e67ffff,Madrid,40.45495963156184,-3.545255809675162,3254.5,3509.0,5499.5,1765.6
89392b4ddcfffff,Madrid,40.60870228790182,-3.65666089474373,17156.1,16764.6,20090.3,8159.3
89390cb2cb7ffff,Madrid,40.56861721918728,-3.7149827155266513,3427.5,3579.5,5815.1,909.6
89392b4d88bffff,Madrid,40.593376274405344,-3.663148999251836,6709.6,6318.1,9665.6,2913.2
89390cb19dbffff,Madrid,40.4429267065531,-3.707909660399827,299.8,52.7,633.1,359.6
89390cbae37ffff,Madrid,40.38871064530219,-3.783250718491286,730.9,615.4,1282.4,473.0
89392b49873ffff,Madrid,40.55437648583248,-3.852624518833408,21267.2,11174.9,11046.3,22633.6
89390cb05b3ffff,Madrid,40.52509120482308,-3.737111678284539,3820.3,3418.7,4548.8,3824.4
89390cb0357ffff,Madrid,40.47334930017387,-3.736382815780839,410.1,509.0,797.1,37.7
89390cba387ffff,Madrid,40.3914771926896,-3.823356567345532,1720.8,2946.2,3978.0,2641.1
89390cb3023ffff,Madrid,40.50232336190417,-3.814348017717079,1212.4,11437.5,11349.6,12225.2
89390ca040fffff,Madrid,40.38746542111159,-3.633788843885712,475.4,296.6,1655.5,823.0
89390cb14d7ffff,Madrid,40.46913132902375,-3.824542126627604,3774.7,729.7,601.1,342.8
89390cb2ed3ffff,Madrid,40.54117503229862,-3.745363459906149,4159.2,5992.3,4796.2,3945.3
89390cb3487ffff,Madrid,40.52966607659759,-3.844205645051544,19862.2,9769.9,9641.3,8577.3
89390cb1c97ffff,Madrid,40.466629186431824,-3.742968842186996,1258.1,1156.7,1904.0,660.2
89390cb51bbffff,Madrid,40.485976881544765,-3.569628952757628,12829.4,13790.3,1160.7,728.4
89390ca2b33ffff,Madrid,40.40325127981499,-3.5446642776883386,1141.9,840.0,1863.9,515.6
89390ca2babffff,Madrid,40.40573987880582,-3.547358190177193,469.5,241.5,1322.6,460.6
89390cb26abffff,Madrid,40.55027293080792,-3.801690597854848,2536.8,5854.9,12737.2,2562.5
89390ca2e93ffff,Madrid,40.42600416690824,-3.606263118880866,438.6,138.1,730.8,98.4
89390ca0037ffff,Madrid,40.37427880530125,-3.60562841417845,324.0,381.3,1085.9,377.1
89392b48b77ffff,Madrid,40.58461326593761,-3.783461116907705,37092.3,30695.2,35720.9,37949.2
89390ca23dbffff,Madrid,40.41217188668534,-3.642105109857516,390.8,486.2,305.9,279.7
89390ca3067ffff,Madrid,40.37435704407117,-3.68429592392428,682.9,118.4,1480.8,161.8
89390ca054bffff,Madrid,40.38422940552947,-3.61641532424181,332.6,446.0,670.4,62.9
89390cb5243ffff,Madrid,40.44764262122956,-3.615868765697788,540.2,758.3,327.5,146.3
89390cb357bffff,Madrid,40.51650570830923,-3.815900885205704,1417.2,11705.5,11617.6,2630.9
89390cb5e33ffff,Madrid,40.4635770888203,-3.545354479957262,7326.0,3969.8,6240.2,2157.4
89390cb1bd7ffff,Madrid,40.425096787555134,-3.711670888728739,37.0,120.8,69.2,34.5
89390cb1aa3ffff,Madrid,40.4233496797704,-3.723662599102924,23.6,174.8,180.2,66.8
89390cb4213ffff,Madrid,40.50378748006717,-3.565834662982568,1143.4,1143.4,12753.8,2019.1
89390cb1a6bffff,Madrid,40.40551686277866,-3.7274195024691,571.4,442.6,573.8,235.2
89390cb081bffff,Madrid,40.48455091007813,-3.6790893917129175,470.1,407.7,3035.8,2467.0
89390cb2173ffff,Madrid,40.54921691551251,-3.7494909341194753,1600.0,7679.5,6099.3,795.8
89390cb2c17ffff,Madrid,40.5619032596342,-3.721578069120339,3294.6,3446.6,5682.2,757.7
89390ca02afffff,Madrid,40.35529648804109,-3.6173890431844176,1923.3,1642.8,1644.7,1717.2
89390cb040fffff,Madrid,40.50932565518581,-3.7663043273462864,1181.7,2421.7,3982.3,498.7
89392b49a87ffff,Madrid,40.54706468107074,-3.8632215908783176,20736.6,10644.3,10515.7,9451.7
89390cb2663ffff,Madrid,40.53857840548982,-3.802853485266097,2536.8,5854.9,12737.2,2562.5
89390cb098bffff,Madrid,40.4941599207308,-3.6525020687422094,359.5,328.8,288.3,199.2
89390cba9b3ffff,Madrid,40.40435038267558,-3.735412608111938,254.7,821.3,469.5,207.1
89390cb297bffff,Madrid,40.53685765616009,-3.675775159551538,1744.6,1018.2,3945.0,1525.6
89390ca2a0fffff,Madrid,40.39556936598954,-3.5778946624861594,3595.8,3459.9,3368.6,486.0
89392b48a07ffff,Madrid,40.58609228760129,-3.812940605747483,36563.6,33858.5,26342.7,37930.0
89390cb428fffff,Madrid,40.50685162846261,-3.564535842566749,2348.3,2348.3,12022.5,3224.0
89390ca768fffff,Madrid,40.41168448033485,-3.526102683559704,2061.0,2106.8,3006.1,815.4
89390cb5c1bffff,Madrid,40.48330052288534,-3.5482487119384656,1123.6,2084.5,10633.5,928.4
89390cb5e0bffff,Madrid,40.45936179630952,-3.5546424775925565,3111.7,2982.3,3880.0,1627.5
89390cb553bffff,Madrid,40.49535582675411,-3.584421532624628,34.0,13107.1,1199.6,815.2
89390cb1a3bffff,Madrid,40.41472485780035,-3.723542816681803,252.3,327.8,610.5,114.0
89390cb0b23ffff,Madrid,40.46638841499163,-3.645467938465164,372.2,463.4,482.8,364.9
89390ca06b7ffff,Madrid,40.37826296373738,-3.6376723280041303,1454.8,257.5,1176.4,312.5
89390cb2283ffff,Madrid,40.53725855489958,-3.7921289895494623,2420.4,5738.5,12620.8,2446.1
89390ca0cdbffff,Madrid,40.38139520309669,-3.576393577977457,4950.6,6170.9,5767.0,7266.5
89390ca2d1bffff,Madrid,40.44039713848651,-3.566424744918741,450.3,436.3,1487.9,467.9
89390cb112fffff,Madrid,40.44763055071553,-3.754722759258047,4589.9,412.6,1255.7,1284.6
89390ca1497ffff,Madrid,40.35403908632873,-3.6853584069125542,92.1,358.7,1001.4,91.0
89390ca2ddbffff,Madrid,40.44173231351466,-3.5771099332830696,571.5,493.2,888.8,219.4
89390cb0697ffff,Madrid,40.50143839760938,-3.780898702702122,1753.9,4952.3,9805.4,2392.2
89390ca28c7ffff,Madrid,40.42142845892614,-3.578202120548419,3569.6,2584.0,2829.2,988.6
89392b48a03ffff,Madrid,40.585509353495205,-3.816949285520923,36563.6,33858.5,26342.7,37930.0
89390cb0d77ffff,Madrid,40.50162322825274,-3.660613246735001,436.6,512.2,732.3,290.5
89390ca00a7ffff,Madrid,40.37983333930259,-3.607029500548768,433.9,1010.8,1688.1,50.8
89390ca21abffff,Madrid,40.43653429206155,-3.6130626681653553,89.3,655.6,608.0,101.7
89390cb3157ffff,Madrid,40.50407608507363,-3.8023360837604505,1154.2,11379.3,11291.4,1076.3
89390cb065bffff,Madrid,40.48302016600478,-3.78864984344388,2667.6,1071.4,1672.4,684.1
89390cb0e73ffff,Madrid,40.47551424703993,-3.701676235415431,170.6,202.9,261.3,100.3
89392b4dea3ffff,Madrid,40.59106634147508,-3.6791697149813545,7574.1,7182.6,10530.1,2044.9
89390cb312fffff,Madrid,40.50392461877701,-3.783609837260692,1583.3,4781.7,9634.8,2221.6
89390cb3327ffff,Madrid,40.48550618651658,-3.7913607410141807,8629.2,915.6,1516.6,549.0
89390ca3327ffff,Madrid,40.36366795022876,-3.658817800034777,2238.3,1105.8,2149.6,146.4
89390ca2dd7ffff,Madrid,40.44537421502717,-3.571818061424949,226.3,260.7,1405.6,186.0
89392b4dc63ffff,Madrid,40.59777532325348,-3.672570262147745,6961.9,6570.4,9917.9,2657.1
89390cb19cfffff,Madrid,40.44102140493166,-3.701207384538536,121.9,243.0,123.8,66.4
89390cb2633ffff,Madrid,40.54778668101504,-3.798976705148885,2536.8,5854.9,12737.2,2562.5
89390cb1d33ffff,Madrid,40.460755146334,-3.7041467227884297,86.0,283.9,271.8,245.6
89390cb343bffff,Madrid,40.51913862287444,-3.837350437974642,17076.0,6983.7,6855.1,5791.1
89390cb3537ffff,Madrid,40.52688340849044,-3.8040160124753855,1417.2,4735.3,11617.6,2630.9
89390cb0893ffff,Madrid,40.49566012560882,-3.6819089821897246,825.7,862.1,1259.9,586.7
89390cb009bffff,Madrid,40.50186618702444,-3.758174051284079,2124.7,1823.6,3384.2,395.9
89390ca2253ffff,Madrid,40.403135166769175,-3.6646669188576255,203.9,264.5,811.2,119.5
89390cb534fffff,Madrid,40.44919752743174,-3.585202273884354,727.1,259.4,287.9,789.4
89392b4d9c7ffff,Madrid,40.594347845646496,-3.636413954343719,6023.2,5631.7,8979.2,5796.7
89390ca1e83ffff,Madrid,40.32022561043345,-3.620949869083644,4518.2,4841.4,5069.8,4268.7
89390cbaa9bffff,Madrid,40.37701178314349,-3.784413799655065,233.0,182.2,381.7,100.0
89392b4c36fffff,Madrid,40.616744068946765,-3.660779237037554,17079.0,16687.5,20013.2,8082.2
89390ca047bffff,Madrid,40.3813305211314,-3.636377927063352,362.4,266.0,1505.3,307.1
89390cb5103ffff,Madrid,40.47984771130801,-3.5722254466937406,835.5,498.2,553.8,21.9
89390ca3447ffff,Madrid,40.393084831632585,-3.713900643938599,191.0,213.4,209.5,168.0
89390cb56cbffff,Madrid,40.47003373397446,-3.640174524717998,264.8,489.1,46.2,31.9
89390cb530fffff,Madrid,40.45590485330303,-3.5786124040187475,700.5,1138.6,1319.3,215.1
89390cb2943ffff,Madrid,40.53876656310976,-3.6824840741324714,1059.7,602.9,3498.2,1397.3
89390cb510fffff,Madrid,40.4773589887195,-3.5695273700804946,611.2,655.4,778.6,235.8
89390cb1b47ffff,Madrid,40.41456796662023,-3.7048523657118326,59.2,180.8,108.9,45.9
89392b4d657ffff,Madrid,40.59000713338688,-3.766136509057463,36883.3,30486.2,32992.7,37740.2
89390cb5e2bffff,Madrid,40.45802391604406,-3.5439572282374816,5445.7,3900.9,6171.3,2088.5
89390ca0c17ffff,Madrid,40.38370576562717,-3.560429818392735,3132.3,3120.9,3567.4,2554.4
89390cb0867ffff,Madrid,40.47766815217291,-3.666978084251311,296.7,467.2,205.0,216.7
89390ca004fffff,Madrid,40.36333873667679,-3.6214874229354255,1073.6,713.1,1558.5,564.3
89390ca2483ffff,Madrid,40.45429008879085,-3.6693414891520297,581.5,272.7,445.6,192.5
89390cb20cbffff,Madrid,40.54895247529097,-3.7909645157704746,2510.2,5828.3,12710.6,2535.9
89390cb5ccfffff,Madrid,40.482725450711705,-3.5522446419578304,1076.9,2037.8,10680.2,881.7
89390cb2617ffff,Madrid,40.54968974065822,-3.805697013649188,2536.8,5854.9,12737.2,2562.5
89390ca0233ffff,Madrid,40.35222905981621,-3.6186835642231614,2288.4,2007.9,1859.0,2082.3
89392b4dca3ffff,Madrid,40.61252521697636,-3.670089438854181,17476.9,17085.4,20411.1,17872.6
89390cb562bffff,Madrid,40.46737093911215,-3.618783177515138,1243.3,1249.0,1325.7,443.1
89390cb2eb7ffff,Madrid,40.54714654303599,-3.724047885606751,2188.4,2493.2,4456.8,785.1
89390cb530bffff,Madrid,40.455328141371005,-3.5826076605412283,457.1,881.1,1236.6,262.5
89390cb037bffff,Madrid,40.46837599489314,-3.730968487888868,547.1,510.5,679.5,595.9
89390cb557bffff,Madrid,40.48864978266976,-3.591014760470632,1041.6,2966.6,1041.6,788.8
89390cb238fffff,Madrid,40.53884898037364,-3.761381559060699,1600.0,4714.5,6099.3,1694.0
89390cb195bffff,Madrid,40.43488459414136,-3.703794233399329,62.7,241.9,47.7,49.6
89390ca31b7ffff,Madrid,40.395673705159325,-3.65656594853931,356.4,380.4,428.7,434.8
89390ca3313ffff,Madrid,40.36689681632877,-3.676194749460741,2322.5,2194.6,2523.5,904.3
89390ca227bffff,Madrid,40.3987415000765,-3.6552718176411942,277.2,164.4,563.9,323.9
