h3_index,city,lat,lon,dist_cafe,dist_gym,dist_shop,dist_transit
89390cb0233ffff,Madrid,40.47408863358099,-3.7510925815076033,964.8,2431.7,1469.1,615.5
89392b48ad3ffff,Madrid,40.58931522598567,-3.83040060783511,36528.2,26435.9,26307.3,37894.6
89390ca2d9bffff,Madrid,40.44843927892027,-3.570520460807606,431.0,548.6,1251.3,54.9
89390ca344fffff,Madrid,40.390015525955626,-3.7151928801178977,20.8,393.0,260.4,105.2
89392b48acbffff,Madrid,40.58375959337824,-3.828975773958911,36921.6,26829.3,26700.7,38288.0
89390cba313ffff,Madrid,40.385333116375065,-3.8259341705842167,1160.0,2165.7,3776.5,1975.2
89390ca26c3ffff,Madrid,40.42609972220775,-3.684986673580525,7.1,187.5,6.2,78.3
89390ca2387ffff,Madrid,40.42004432842987,-3.6275311934477337,117.6,176.5,1843.5,158.4
89390cb082fffff,Madrid,40.48131443342951,-3.661683933218987,8.8,611.2,434.2,121.6
89390cbadabffff,Madrid,40.41619765006228,-3.7529374335852617,541.9,1571.2,1126.4,293.3
89390cb332bffff,Madrid,40.48185206624521,-3.796654690609289,2846.8,1956.7,1924.4,412.2
89390cb1437ffff,Madrid,40.46650050575199,-3.8031100580999904,2860.8,973.1,940.8,278.8
89392b4d973ffff,Madrid,40.58688207564854,-3.62829666354625,6631.1,6239.6,8566.2,2683.1
89392b49bb3ffff,Madrid,40.55174318829796,-3.831161249025128,20628.5,10536.2,10407.6,21994.9
89390ca26bbffff,Madrid,40.43091016439325,-3.671703433142237,24.5,357.6,145.4,55.3
89390ca2447ffff,Madrid,40.44011306889799,-3.667820280312796,424.0,464.2,607.7,40.7
89390ca1cb3ffff,Madrid,40.3428591038798,-3.6039110647177313,1971.3,2063.6,2522.9,2168.8
89392b49d37ffff,Madrid,40.5831760207148,-3.8329847530202814,36921.6,26829.3,26700.7,38288.0
89390cb1c4bffff,Madrid,40.44572745059516,-3.74801610669525,3717.7,573.3,1667.1,743.3
89390cb00abffff,Madrid,40.49805739153755,-3.744750961477412,2309.2,1136.6,2666.5,1044.6
89390cb080bffff,Madrid,40.48206348760869,-3.676384985567218,555.2,598.5,708.6,79.9
89390cbaa5bffff,Madrid,40.36224104307578,-3.786866070330708,1290.9,913.5,3002.2,875.7
89390ca28cbffff,Madrid,40.41778539957441,-3.5834922390861985,2961.7,2997.4,3600.5,2108.1
89390ca040bffff,Madrid,40.38688538031382,-3.6377818573717255,175.6,175.5,1852.3,182.7
89390ca306bffff,Madrid,40.37070596237574,-3.6895822626805614,299.0,470.7,1528.4,221.7
89390cb5513ffff,Madrid,40.49975680285776,-3.5938189676553667,444.6,1846.8,1616.6,233.3
89390cb285bffff,Madrid,40.53413018211681,-3.714506935144637,1867.8,1997.6,3070.5,1248.1
89390cb0ddbffff,Madrid,40.50734875923555,-3.6807286735453015,399.7,265.7,1203.8,207.4
89390ca360fffff,Madrid,40.37525129336341,-3.717658052184387,867.4,183.2,1096.1,229.1
89390cb3143ffff,Madrid,40.501006071145376,-3.803627562353261,1154.2,11379.3,11291.4,11695.6
89392b49d9bffff,Madrid,40.58888183100601,-3.853166249332716,27487.6,17395.3,17266.7,28854.0
89390cb0b07ffff,Madrid,40.46829709489066,-3.652167830154261,167.9,409.3,696.2,86.0
89390cb0c0bffff,Madrid,40.49947503130801,-3.69532102960166,479.4,200.3,778.4,198.3
89390cb0413ffff,Madrid,40.51429853283194,-3.771725751162113,554.1,2718.7,4279.3,120.6
89390ca1c4fffff,Madrid,40.32445448732987,-3.611677935861896,3692.3,3784.6,4243.9,3889.8
89390ca1c17ffff,Madrid,40.33672451713932,-3.6065003964285887,2450.6,2542.9,2844.2,2648.1
89390cb268fffff,Madrid,40.55217591591284,-3.808411363308604,2536.8,5854.9,12737.2,2562.5
89390ca0513ffff,Madrid,40.39649680690259,-3.611234137993703,574.0,570.5,611.8,132.3
89390ca3533ffff,Madrid,40.40446024517503,-3.67535762868151,8.1,17.3,129.8,152.6
89392b49917ffff,Madrid,40.56709253178527,-3.824702676980376,36921.6,26829.3,26700.7,38288.0
89390cb0293ffff,Madrid,40.48345132166498,-3.765929429401717,2009.9,4959.8,4895.6,4573.6
89390cb299bffff,Madrid,40.55294150625913,-3.684010375834189,1276.5,1322.7,4855.6,927.1
89390cb1183ffff,Madrid,40.45947794131398,-3.7722640127880873,686.0,450.6,1166.4,220.4
89390cb010bffff,Madrid,40.49541024892172,-3.723328125399156,187.0,987.3,938.7,75.5
89390cb0aafffff,Madrid,40.46788690177869,-3.674861741158097,273.1,560.6,408.9,67.5
89390cb0a87ffff,Madrid,40.47228145353893,-3.684268504376289,88.0,401.7,326.5,158.0
89390ca068bffff,Madrid,40.37345347063562,-3.650944316200557,1667.3,360.2,1286.5,234.4
89390cb5503ffff,Madrid,40.49726823367793,-3.5911189112683286,33.1,1984.2,1269.5,268.0
89390cb24c3ffff,Madrid,40.569425845240495,-3.808671620370032,36563.6,33858.5,26342.7,37930.0
89390cb2bb3ffff,Madrid,40.533212288680254,-3.681073280970544,1043.4,1119.2,3104.9,1235.3
89390cb0c1bffff,Madrid,40.50196231565225,-3.698027169623815,448.9,343.6,454.1,160.3
89392b4de03ffff,Madrid,40.58435648566515,-3.68576833386796,8238.8,7847.3,11194.8,1380.2
89390cb060bffff,Madrid,40.48725730357384,-3.779353407203616,8888.5,1174.9,1775.9,1072.8
89390ca0433ffff,Madrid,40.39111254048913,-3.628501091970918,52.9,1423.0,1066.0,93.3
89390cb2d53ffff,Madrid,40.55866732317328,-3.704145864639991,2280.5,2432.5,4668.1,102.0
89390cb5c9bffff,Madrid,40.49134259580858,-3.552344179617381,1596.5,1596.5,11465.3,119.2
89390ca326bffff,Madrid,40.34922146058626,-3.698628399074491,267.8,242.0,459.7,143.8
89390cbad53ffff,Madrid,40.40830483885818,-3.767513003964452,629.9,1034.8,1063.6,622.5
89390cbad8fffff,Madrid,40.41809978342917,-3.7596417966735904,907.7,1910.9,1582.7,724.9
89390ca23d3ffff,Madrid,40.41523911182236,-3.6408102450413753,1736.6,1861.5,2027.6,197.3
89392b4dc8fffff,Madrid,40.61137077769988,-3.678102119576377,18033.1,17641.6,20967.3,18428.8
89390cb307bffff,Madrid,40.4950129289383,-3.824937874777065,11812.0,1875.8,1747.2,271.6
89390cb1023ffff,Madrid,40.446029430564096,-3.7854302475913655,145.2,136.4,1524.3,125.0
89390ca2c17ffff,Madrid,40.440001066075645,-3.589093489098728,620.2,1075.9,1131.0,887.8
89390cb2bd3ffff,Madrid,40.527828076858086,-3.698377924317907,1429.4,1971.7,2041.1,1626.4
89390ca253bffff,Madrid,40.44839523110744,-3.6305567107670633,969.3,1365.9,1173.0,114.6
89390cba14bffff,Madrid,40.39454912375995,-3.822067625272388,2015.5,3324.3,3880.7,3019.2
89390cb8987ffff,Madrid,40.34747152188576,-3.7106066487022713,205.7,536.6,229.6,125.9
89390cb1c0fffff,Madrid,40.45303157788364,-3.737432757860465,437.7,897.7,1762.6,448.8
89390cb2d8bffff,Madrid,40.56786755458237,-3.700258909736983,9635.2,9691.9,11926.1,13270.8
89390ca0117ffff,Madrid,40.37966062000096,-3.5883672020745303,1502.5,2589.4,1355.1,1530.3
89390cb2267ffff,Madrid,40.52175769704439,-3.779859746985336,244.6,3529.1,5089.7,184.2
89392b4983bffff,Madrid,40.558031723926895,-3.8473255515220903,21267.2,11174.9,11046.3,22633.6
89390cb2ea3ffff,Madrid,40.54407901361768,-3.7253425333580896,1951.6,2256.4,4220.0,1023.8
89392b4dc3bffff,Madrid,40.60390629157106,-3.6699757253611134,18102.4,17710.9,21036.6,18498.1
89390ca22c3ffff,Madrid,40.40869021286976,-3.666073760187311,300.3,487.0,348.8,305.5
89392b4992fffff,Madrid,40.56021772316631,-3.812548651953572,2536.8,5854.9,12737.2,2562.5
89390ca0447ffff,Madrid,40.383817860561294,-3.639076313556281,170.4,309.8,1440.1,309.4
89390cb255bffff,Madrid,40.56487922759504,-3.780493346971825,1619.9,4906.3,6603.0,628.6
89392b48b17ffff,Madrid,40.59265501732769,-3.787596603255171,37128.1,30731.0,35724.9,37985.0
89390cb25a3ffff,Madrid,40.57889736325368,-3.763298399636929,37174.7,30777.6,33376.5,38031.6
89390cb30c7ffff,Madrid,40.50554046966159,-3.8317883007236233,16428.6,6336.3,6207.7,5143.7
89390cb1c27ffff,Madrid,40.4547785390122,-3.725435077563633,907.2,553.6,1139.5,452.7
89390cb1a2fffff,Madrid,40.41282102135904,-3.71684180342316,198.5,405.2,305.4,190.7
89390cb6443ffff,Madrid,40.5897600677435,-3.6082789714710697,8042.2,7916.8,10263.7,610.3
89392b4d05bffff,Madrid,40.59042317968372,-3.743387138800279,30744.0,30800.7,33013.1,34379.6
89390cb19abffff,Madrid,40.44583300579015,-3.687920625025768,527.7,753.6,494.1,113.2
89392b4d3d3ffff,Madrid,40.58412124691562,-3.727239160444667,31245.9,31302.6,33515.0,34967.8
89390ca01bbffff,Madrid,40.38272694774497,-3.5870712707278045,2618.5,1088.4,2552.6,1453.2
89390cb1b0fffff,Madrid,40.41821859152193,-3.699562918473269,16.5,281.5,104.4,58.7
89390ca0367ffff,Madrid,40.34766435863512,-3.590646989447238,1535.1,1539.8,2119.0,1731.0
89390ca2457ffff,Madrid,40.44260035873885,-3.670522643676776,56.8,654.1,314.3,118.4
89390cba877ffff,Madrid,40.38607962661119,-3.76185130590882,111.7,146.0,109.7,15.5
89390ca1553ffff,Madrid,40.34277008406781,-3.6638782655249535,1982.5,1276.7,2896.9,2185.3
89390ca2edbffff,Madrid,40.41622662791302,-3.614145146667177,745.8,698.2,1224.1,226.1
89390ca22dbffff,Madrid,40.40810937904242,-3.670068800966069,173.3,163.8,156.4,119.9
